Tipo_vivienda;Superficie construida;Habitaciones;Baños;Planta;Conservación;Precio;PMZona;PMm²Zona;RMP;RMH
Piso;105.0;2;2;2.0;En buen estado;2500.0;3396.94;22.37;28233.0;69670.0
Piso;68.0;2;1;3.0;En buen estado;1650.0;3441.98;25.93;25275.0;56281.0
Casa adosada;200.0;4;3;0.0;En buen estado;1750.0;2216.67;9.1;15892.0;47630.0
Piso;44.0;1;1;2.0;En buen estado;1400.0;2545.3;20.32;24659.0;63205.0
Piso;75.0;2;2;6.0;En buen estado;1115.0;1262.0;13.84;16184.000000000002;48274.0
Piso;63.0;1;1;2.0;En buen estado;1400.0;2787.63;26.98;19199.0;38360.0
Piso;75.0;2;1;1.0;En buen estado;750.0;966.56;13.31;12745.0;36317.0
Dúplex;200.0;4;4;2.0;En buen estado;2450.0;2545.3;20.32;24659.0;63205.0
Piso;137.0;2;2;2.0;En buen estado;3800.0;2787.63;26.98;19199.0;38360.0
Piso;85.0;2;2;6.0;En buen estado;1235.0;1285.7;14.05;13849.0;37141.0
Piso;146.0;3;2;5.0;En buen estado;2000.0;2506.52;22.52;23925.0;57448.0
Ático;135.0;1;1;2.0;En buen estado;2500.0;3396.94;22.37;28233.0;69670.0
Piso;102.0;2;1;5.0;En buen estado;970.0;967.5;9.03;16160.0;47715.0
Piso;63.0;1;1;2.0;En buen estado;650.0;650.0;10.32;12685.0;34277.0
Piso;160.0;4;2;2.0;Reformado;2900.0;1950.7;21.77;17026.0;39991.0
Piso;94.0;3;1;6.0;En buen estado;1200.0;1916.11;16.14;16890.0;41311.0
Piso;85.0;2;2;2.0;En buen estado;995.0;914.06;11.78;11788.0;34016.0
Piso;85.0;2;1;2.0;En buen estado;1900.0;3396.94;22.37;28233.0;69670.0
Ático;130.0;2;1;2.0;A estrenar;1850.0;3396.94;22.37;28233.0;69670.0
Piso;50.0;2;1;2.0;En buen estado;850.0;1003.85;15.73;14205.0;36962.0
Piso;129.0;2;3;2.0;En buen estado;4300.0;3886.67;27.61;25956.0;60217.0
Dúplex;94.0;2;2;2.0;En buen estado;850.0;980.0;10.99;11588.0;32406.0
Piso;79.0;2;2;2.0;En buen estado;2200.0;2787.63;26.98;19199.0;38360.0
Piso;64.0;1;1;7.0;En buen estado;2200.0;2506.52;22.52;23925.0;57448.0
Apartamento;50.0;1;1;5.0;En buen estado;2000.0;3396.94;22.37;28233.0;69670.0
Apartamento;129.0;3;2;1.0;En buen estado;2500.0;3441.98;25.93;25275.0;56281.0
Piso;85.0;2;2;4.0;En buen estado;1215.0;1285.7;14.05;13849.0;37141.0
Piso;95.0;3;1;2.0;En buen estado;795.0;914.06;11.78;11788.0;34016.0
Piso;70.0;3;2;1.0;En buen estado;1090.0;1156.2;17.03;13719.0;33790.0
Piso;50.0;2;1;2.0;En buen estado;2100.0;3396.94;22.37;28233.0;69670.0
Piso;80.0;2;1;1.0;En buen estado;1190.0;3490.0;11.43;16370.999999999998;45647.0
Piso;157.0;3;2;5.0;En buen estado;2600.0;3441.98;25.93;25275.0;56281.0
Piso;100.0;3;2;1.0;En buen estado;995.0;1362.06;13.71;14996.0;43503.0
Piso;171.0;2;3;2.0;En buen estado;3400.0;4039.88;19.27;27167.0;86403.0
Piso;125.0;2;2;2.0;En buen estado;1380.0;4039.88;19.27;27167.0;86403.0
Piso;86.0;2;1;2.0;En buen estado;1900.0;2787.63;26.98;19199.0;38360.0
Apartamento;100.0;2;1;1.0;En buen estado;2500.0;2787.63;26.98;19199.0;38360.0
Piso;100.0;3;2;2.0;En buen estado;1700.0;1950.7;21.77;17026.0;39991.0
Piso;200.0;4;3;2.0;En buen estado;3250.0;2545.3;20.32;24659.0;63205.0
Piso;115.0;3;2;7.0;En buen estado;1725.0;1916.11;16.14;16890.0;41311.0
Ático;230.0;3;3;5.0;En buen estado;3100.0;2890.45;16.94;20500.0;54316.0
Ático;210.0;3;2;2.0;En buen estado;2450.0;1366.67;14.13;19482.0;51400.0
Piso;56.0;3;1;2.0;En buen estado;960.0;1278.57;16.42;15115.0;39321.0
Piso;270.0;4;4;7.0;En buen estado;4500.0;3396.94;22.37;28233.0;69670.0
Ático;60.0;1;1;5.0;A estrenar;1550.0;3396.94;22.37;28233.0;69670.0
Piso;90.0;3;1;11.0;En buen estado;1075.0;1173.33;13.43;15667.0;38421.0
Piso;89.0;2;2;5.0;En buen estado;2200.0;2787.63;26.98;19199.0;38360.0
Ático;180.0;3;2;0.0;En buen estado;2750.0;1916.11;16.14;16890.0;41311.0
Piso;98.0;2;2;2.0;En buen estado;4620.0;3886.67;27.61;25956.0;60217.0
Dúplex;270.0;3;3;4.0;En buen estado;2950.0;3328.25;14.16;21248.0;66390.0
Piso;60.0;2;1;2.0;En buen estado;860.0;1285.7;14.05;13849.0;37141.0
Apartamento;81.0;2;2;1.0;En buen estado;1800.0;2787.63;26.98;19199.0;38360.0
Piso;136.0;3;2;2.0;En buen estado;2300.0;1023.96;15.46;12275.0;32050.0
Piso;100.0;3;2;8.0;A estrenar;1190.0;1285.7;14.05;13849.0;37141.0
Piso;48.0;1;1;6.0;En buen estado;990.0;2506.52;22.52;23925.0;57448.0
Piso;65.0;1;1;2.0;En buen estado;1400.0;2787.63;26.98;19199.0;38360.0
Piso;269.0;4;3;1.0;En buen estado;3100.0;1916.11;16.14;16890.0;41311.0
Piso;64.0;1;1;2.0;En buen estado;1400.0;2787.63;26.98;19199.0;38360.0
Piso;50.0;1;1;2.0;A estrenar;1700.0;2787.63;26.98;19199.0;38360.0
Dúplex;270.0;3;3;2.0;En buen estado;2950.0;3328.25;14.16;21248.0;66390.0
Piso;70.0;2;2;2.0;En buen estado;1500.0;2890.45;16.94;20500.0;54316.0
Piso;84.0;3;1;2.0;En buen estado;800.0;914.06;11.78;11788.0;34016.0
Piso;80.0;2;1;3.0;En buen estado;975.0;1262.0;13.84;16184.000000000002;48274.0
Apartamento;70.0;1;1;2.0;En buen estado;1700.0;2787.63;26.98;19199.0;38360.0
Piso;75.0;2;1;2.0;En buen estado;1400.0;2535.85;14.31;20671.0;55125.0
Piso;50.0;1;1;6.0;En buen estado;770.0;983.32;16.24;11059.0;30673.0
Piso;75.0;1;1;1.0;En buen estado;2700.0;2787.63;26.98;19199.0;38360.0
Piso;72.0;2;1;2.0;En buen estado;915.0;1043.64;13.12;12566.0;34529.0
Ático;191.0;3;3;2.0;En buen estado;6750.0;3441.98;25.93;25275.0;56281.0
Piso;87.0;2;1;2.0;Reformado;2500.0;3396.94;22.37;28233.0;69670.0
Piso;90.0;2;1;7.0;En buen estado;900.0;2787.63;26.98;19199.0;38360.0
Ático;105.0;2;3;7.0;En buen estado;3500.0;3441.98;25.93;25275.0;56281.0
Piso;52.0;1;1;2.0;A estrenar;1300.0;1731.0;18.55;18512.0;63085.0
Piso;96.0;1;1;2.0;Reformado;1600.0;3396.94;22.37;28233.0;69670.0
Piso;60.0;2;1;3.0;En buen estado;1150.0;2506.52;22.52;23925.0;57448.0
Piso;47.0;1;1;2.0;En buen estado;1150.0;1677.38;22.02;20103.0;46699.0
Ático;100.0;2;1;2.0;En buen estado;4500.0;3886.67;27.61;25956.0;60217.0
Piso;105.0;2;1;2.0;En buen estado;840.0;967.5;9.03;16160.0;47715.0
Piso;60.0;3;1;4.0;En buen estado;950.0;1278.57;16.42;15115.0;39321.0
Piso;108.0;2;2;3.0;En buen estado;1200.0;2528.57;16.28;19394.0;57962.0
Piso;100.0;3;2;2.0;En buen estado;1400.0;1621.88;11.7;20477.0;59299.0
Piso;65.0;1;1;1.0;En buen estado;1500.0;3396.94;22.37;28233.0;69670.0
Chalet;290.0;4;2;0.0;En buen estado;2000.0;2561.81;12.41;21254.0;65428.0
Piso;109.0;4;2;2.0;En buen estado;2500.0;1156.2;17.03;13719.0;33790.0
Piso;125.0;2;2;7.0;En buen estado;1640.0;1285.7;14.05;13849.0;37141.0
Ático;235.0;4;3;3.0;En buen estado;5000.0;4462.56;19.35;19394.0;57962.0
Piso;90.0;2;2;2.0;En buen estado;2000.0;2787.63;26.98;19199.0;38360.0
Piso;152.0;3;2;7.0;En buen estado;4000.0;1950.7;21.77;17026.0;39991.0
Piso;70.0;3;1;2.0;En buen estado;880.0;914.06;11.78;11788.0;34016.0
Piso;45.0;1;1;2.0;A estrenar;600.0;708.75;8.34;12779.0;35897.0
Piso;60.0;2;1;1.0;En buen estado;895.0;2535.85;14.31;20671.0;55125.0
Ático;70.0;2;1;6.0;En buen estado;1650.0;3886.67;27.61;25956.0;60217.0
Apartamento;79.0;2;1;1.0;En buen estado;1400.0;1156.2;17.03;13719.0;33790.0
Piso;67.0;2;1;2.0;En buen estado;1400.0;1156.2;17.03;13719.0;33790.0
Piso;69.0;2;1;4.0;En buen estado;1550.0;2506.52;22.52;23925.0;57448.0
Piso;85.0;2;2;2.0;En buen estado;3000.0;2787.63;26.98;19199.0;38360.0
Piso;69.0;1;1;15.0;En buen estado;1300.0;3396.94;22.37;28233.0;69670.0
Piso;70.0;2;1;2.0;En buen estado;990.0;1156.2;17.03;13719.0;33790.0
Piso;75.0;2;2;2.0;En buen estado;3400.0;2787.63;26.98;19199.0;38360.0
Piso;40.0;1;1;4.0;En buen estado;850.0;1916.11;16.14;16890.0;41311.0
Piso;70.0;2;1;1.0;En buen estado;890.0;1275.83;10.49;15757.0;46101.0
Piso;147.0;4;3;1.0;En buen estado;2200.0;2535.85;14.31;20671.0;55125.0
Piso;133.0;3;2;2.0;En buen estado;3200.0;2787.63;26.98;19199.0;38360.0
Ático;127.0;2;2;9.0;En buen estado;5000.0;2787.63;26.98;19199.0;38360.0
Piso;122.0;2;2;2.0;En buen estado;4000.0;2787.63;26.98;19199.0;38360.0
Piso;83.0;2;2;2.0;En buen estado;1900.0;3396.94;22.37;28233.0;69670.0
Piso;159.0;4;2;2.0;En buen estado;4800.0;2787.63;26.98;19199.0;38360.0
Piso;244.0;5;4;2.0;A reformar;5000.0;3396.94;22.37;28233.0;69670.0
Piso;45.0;1;1;2.0;En buen estado;850.0;1023.96;15.46;12275.0;32050.0
Piso;68.0;1;1;2.0;En buen estado;4290.0;3886.67;27.61;25956.0;60217.0
Piso;84.0;2;2;2.0;En buen estado;2750.0;2787.63;26.98;19199.0;38360.0
Casa adosada;177.0;4;4;0.0;En buen estado;650.0;650.0;3.67;11097.0;32321.0
Piso;85.0;2;1;4.0;En buen estado;1400.0;1156.2;17.03;13719.0;33790.0
Piso;77.0;2;2;2.0;En buen estado;2500.0;3886.67;27.61;25956.0;60217.0
Piso;55.0;1;1;2.0;A estrenar;1100.0;2535.85;14.31;20671.0;55125.0
Piso;290.0;4;3;2.0;En buen estado;3000.0;2535.85;14.31;20671.0;55125.0
Piso;50.0;1;1;2.0;En buen estado;1130.0;1916.11;16.14;16890.0;41311.0
Piso;61.0;3;1;4.0;En buen estado;990.0;1024.26;16.55;10941.0;28681.0
Apartamento;50.0;1;1;2.0;En buen estado;1500.0;2545.3;20.32;24659.0;63205.0
Piso;130.0;2;2;2.0;Reformado;2500.0;3886.67;27.61;25956.0;60217.0
Piso;80.0;2;2;2.0;En buen estado;1680.0;1003.85;15.73;14205.0;36962.0
Ático;118.0;2;2;7.0;En buen estado;1450.0;2535.85;14.31;20671.0;55125.0
Piso;250.0;2;2;2.0;A estrenar;4500.0;1950.7;21.77;17026.0;39991.0
Piso;46.0;1;1;2.0;A estrenar;1355.0;4039.88;19.27;27167.0;86403.0
Piso;75.0;3;1;3.0;En buen estado;1190.0;1278.57;16.42;15115.0;39321.0
Piso;241.0;6;3;1.0;En buen estado;1250.0;1020.0;5.5;12527.0;33904.0
Piso;100.0;2;2;2.0;En buen estado;2200.0;1677.38;22.02;20103.0;46699.0
Piso;86.0;2;2;4.0;En buen estado;2500.0;3396.94;22.37;28233.0;69670.0
Piso;180.0;2;2;2.0;Reformado;2800.0;2787.63;26.98;19199.0;38360.0
Apartamento;98.0;2;1;3.0;En buen estado;1200.0;1146.0;12.3;13809.0;37487.0
Piso;130.0;4;2;2.0;En buen estado;2500.0;2506.52;22.52;23925.0;57448.0
Casa pareada;286.0;4;4;0.0;En buen estado;4900.0;3396.94;22.37;28233.0;69670.0
Piso;71.0;2;2;3.0;A estrenar;950.0;966.56;13.31;12745.0;36317.0
Piso;160.0;3;2;2.0;En buen estado;6000.0;2787.63;26.98;19199.0;38360.0
Dúplex;150.0;4;3;2.0;En buen estado;2700.0;3328.25;14.16;21248.0;66390.0
Piso;79.0;2;2;2.0;A estrenar;2000.0;1677.38;22.02;20103.0;46699.0
Piso;55.0;3;1;2.0;En buen estado;1200.0;3886.67;27.61;25956.0;60217.0
Piso;46.0;2;1;1.0;En buen estado;880.0;1003.85;15.73;14205.0;36962.0
Piso;96.0;2;2;4.0;En buen estado;3000.0;3441.98;25.93;25275.0;56281.0
Piso;49.0;2;1;0.0;Reformado;850.0;1156.2;17.03;13719.0;33790.0
Piso;55.0;2;1;2.0;En buen estado;950.0;1278.57;16.42;15115.0;39321.0
Piso;125.0;3;2;2.0;En buen estado;1600.0;2535.85;14.31;20671.0;55125.0
Piso;140.0;4;3;2.0;En buen estado;3150.0;3396.94;22.37;28233.0;69670.0
Apartamento;230.0;5;3;2.0;En buen estado;3800.0;2535.85;14.31;20671.0;55125.0
Loft;50.0;1;1;3.0;En buen estado;900.0;1023.96;15.46;12275.0;32050.0
Apartamento;84.0;1;1;2.0;En buen estado;1700.0;2787.63;26.98;19199.0;38360.0
Piso;60.0;1;1;2.0;En buen estado;1200.0;2787.63;26.98;19199.0;38360.0
Piso;60.0;1;1;7.0;En buen estado;825.0;1119.5;15.28;13605.0;35278.0
Piso;172.0;4;3;2.0;En buen estado;4000.0;4462.56;19.35;19394.0;57962.0
Piso;70.0;2;1;1.0;En buen estado;1950.0;1950.7;21.77;17026.0;39991.0
Piso;50.0;2;1;3.0;En buen estado;850.0;1023.96;15.46;12275.0;32050.0
Piso;70.0;2;2;4.0;A estrenar;1290.0;1278.57;16.42;15115.0;39321.0
Dúplex;70.0;1;1;2.0;En buen estado;1500.0;1916.11;16.14;16890.0;41311.0
Piso;113.0;3;2;2.0;En buen estado;1900.0;1916.11;16.14;16890.0;41311.0
Piso;55.0;2;1;2.0;En buen estado;850.0;1916.11;16.14;16890.0;41311.0
Piso;50.0;2;1;2.0;En buen estado;825.0;1024.26;16.55;10941.0;28681.0
Apartamento;110.0;1;1;1.0;En buen estado;4500.0;3886.67;27.61;25956.0;60217.0
Piso;83.0;3;1;3.0;En buen estado;900.0;870.83;11.27;13809.0;37487.0
Piso;80.0;2;2;1.0;En buen estado;850.0;1146.0;12.3;13809.0;37487.0
Piso;75.0;3;1;4.0;En buen estado;910.0;1024.26;16.55;10941.0;28681.0
Piso;40.0;2;1;2.0;En buen estado;1500.0;3396.94;22.37;28233.0;69670.0
Piso;77.0;1;1;1.0;En buen estado;2800.0;2787.63;26.98;19199.0;38360.0
Ático;172.0;3;3;2.0;En buen estado;5500.0;2787.63;26.98;19199.0;38360.0
Piso;85.0;2;2;3.0;En buen estado;1495.0;2506.52;22.52;23925.0;57448.0
Loft;40.0;1;1;2.0;En buen estado;1170.0;3886.67;27.61;25956.0;60217.0
Piso;72.0;3;2;3.0;En buen estado;950.0;1043.64;13.12;12566.0;34529.0
Casa pareada;300.0;4;3;0.0;En buen estado;5400.0;1916.11;16.14;16890.0;41311.0
Piso;100.0;3;2;2.0;En buen estado;1850.0;2545.3;20.32;24659.0;63205.0
Piso;85.0;3;2;1.0;Reformado;1955.0;1731.0;18.55;18512.0;63085.0
Piso;224.0;3;2;2.0;En buen estado;4900.0;2787.63;26.98;19199.0;38360.0
Apartamento;44.0;1;1;2.0;En buen estado;1500.0;2787.63;26.98;19199.0;38360.0
Piso;273.0;3;3;2.0;A estrenar;4500.0;4039.88;19.27;27167.0;86403.0
Piso;320.0;5;5;2.0;En buen estado;6000.0;3396.94;22.37;28233.0;69670.0
Piso;176.0;2;3;2.0;En buen estado;2700.0;3886.67;27.61;25956.0;60217.0
Piso;140.0;4;3;2.0;En buen estado;3600.0;3886.67;27.61;25956.0;60217.0
Ático;60.0;2;1;6.0;En buen estado;890.0;983.32;16.24;11059.0;30673.0
Piso;90.0;2;2;5.0;En buen estado;1190.0;1278.57;16.42;15115.0;39321.0
Piso;84.0;1;1;3.0;En buen estado;2800.0;2787.63;26.98;19199.0;38360.0
Piso;173.0;2;3;2.0;En buen estado;4500.0;2787.63;26.98;19199.0;38360.0
Piso;54.0;2;1;3.0;En buen estado;890.0;983.32;16.24;11059.0;30673.0
Piso;72.0;1;1;2.0;En buen estado;1350.0;2545.3;20.32;24659.0;63205.0
Piso;237.0;5;3;2.0;En buen estado;3250.0;3441.98;25.93;25275.0;56281.0
Piso;140.0;2;2;1.0;En buen estado;3800.0;2787.63;26.98;19199.0;38360.0
Piso;58.0;2;2;2.0;En buen estado;1600.0;3396.94;22.37;28233.0;69670.0
Piso;120.0;3;2;4.0;En buen estado;1900.0;2890.45;16.94;20500.0;54316.0
Ático;67.0;2;1;6.0;En buen estado;2400.0;3441.98;25.93;25275.0;56281.0
Piso;80.0;2;1;1.0;En buen estado;880.0;1146.0;12.3;13809.0;37487.0
Apartamento;176.0;4;3;4.0;En buen estado;3800.0;3396.94;22.37;28233.0;69670.0
Piso;87.0;2;2;1.0;En buen estado;2000.0;2787.63;26.98;19199.0;38360.0
Piso;62.0;1;1;1.0;En buen estado;950.0;1278.57;16.42;15115.0;39321.0
Piso;77.0;1;2;2.0;En buen estado;2275.0;2787.63;26.98;19199.0;38360.0
Piso;46.0;1;1;2.0;A estrenar;1355.0;4039.88;19.27;27167.0;86403.0
Piso;58.0;1;1;1.0;En buen estado;1650.0;1677.38;22.02;20103.0;46699.0
Ático;232.0;4;4;3.0;En buen estado;5250.0;4462.56;19.35;19394.0;57962.0
Piso;65.0;2;1;2.0;En buen estado;830.0;983.32;16.24;11059.0;30673.0
Piso;68.0;3;1;4.0;En buen estado;900.0;997.0;11.69;10251.0;30961.0
Piso;80.0;1;1;13.0;En buen estado;2200.0;1950.7;21.77;17026.0;39991.0
Piso;111.0;3;3;1.0;En buen estado;1075.0;1023.96;15.46;12275.0;32050.0
Piso;51.0;1;1;2.0;A estrenar;950.0;1362.06;13.71;14996.0;43503.0
Piso;60.0;2;1;3.0;En buen estado;875.0;1278.57;16.42;15115.0;39321.0
Loft;40.0;1;1;2.0;En buen estado;800.0;1131.43;18.35;10797.0;30023.0
Piso;77.0;1;1;0.0;En buen estado;905.0;967.5;9.03;16160.0;47715.0
Casa pareada;247.0;4;3;0.0;En buen estado;3500.0;1278.57;16.42;15115.0;39321.0
Piso;66.0;3;1;3.0;En buen estado;970.0;1003.85;15.73;14205.0;36962.0
Piso;58.0;2;1;2.0;En buen estado;900.0;1024.26;16.55;10941.0;28681.0
Ático;150.0;4;3;2.0;En buen estado;1750.0;1362.06;13.71;14996.0;43503.0
Piso;60.0;3;1;3.0;En buen estado;1000.0;1156.2;17.03;13719.0;33790.0
Piso;90.0;3;2;1.0;En buen estado;1600.0;3441.98;25.93;25275.0;56281.0
Piso;60.0;1;1;2.0;En buen estado;650.0;870.83;11.27;13809.0;37487.0
Piso;70.0;3;1;3.0;En buen estado;675.0;914.06;11.78;11788.0;34016.0
Piso;80.0;3;1;2.0;En buen estado;700.0;870.83;11.27;13809.0;37487.0
Dúplex;80.0;2;2;2.0;En buen estado;1600.0;1950.7;21.77;17026.0;39991.0
Apartamento;65.0;2;2;5.0;En buen estado;3300.0;2545.3;20.32;24659.0;63205.0
Piso;60.0;2;1;2.0;En buen estado;890.0;1003.85;15.73;14205.0;36962.0
Dúplex;60.0;1;1;2.0;En buen estado;1300.0;1950.7;21.77;17026.0;39991.0
Piso;60.0;2;1;3.0;En buen estado;750.0;914.06;11.78;11788.0;34016.0
Piso;167.0;4;3;1.0;En buen estado;1465.0;3490.0;11.43;16370.999999999998;45647.0
Piso;70.0;2;2;2.0;A estrenar;1150.0;1362.06;13.71;14996.0;43503.0
Piso;240.0;4;4;6.0;A estrenar;4100.0;3396.94;22.37;28233.0;69670.0
Piso;163.0;4;2;2.0;Reformado;3500.0;3886.67;27.61;25956.0;60217.0
Piso;90.0;2;2;1.0;En buen estado;850.0;1362.06;13.71;14996.0;43503.0
Piso;50.0;1;1;2.0;En buen estado;1350.0;1677.38;22.02;20103.0;46699.0
Piso;78.0;3;1;2.0;En buen estado;1200.0;1023.96;15.46;12275.0;32050.0
Piso;40.0;1;1;2.0;En buen estado;1100.0;2890.45;16.94;20500.0;54316.0
Ático;465.0;4;4;2.0;En buen estado;6000.0;3396.94;22.37;28233.0;69670.0
Piso;210.0;4;3;3.0;En buen estado;3000.0;3441.98;25.93;25275.0;56281.0
