Tipo_vivienda;Superficie construida;Habitaciones;Baños;Planta;Conservación;Precio;PMZona;PMm²Zona;RMP;RMH
Piso;60.0;3;1;2.0;En buen estado;1000.0;974.29;14.69;13993.0;36837.0
Piso;70.0;1;1;2.0;En buen estado;1300.0;2561.81;12.41;21254.0;65428.0
Piso;90.0;2;2;1.0;En buen estado;2800.0;3886.67;27.61;25956.0;60217.0
Piso;79.0;1;1;4.0;En buen estado;1200.0;1950.7;21.77;17026.0;39991.0
Piso;127.0;3;2;4.0;En buen estado;950.0;870.83;11.27;13809.0;37487.0
Piso;300.0;4;4;1.0;En buen estado;4250.0;4462.56;19.35;19394.0;57962.0
Piso;48.0;1;1;3.0;En buen estado;1150.0;3886.67;27.61;25956.0;60217.0
Piso;115.0;4;2;3.0;En buen estado;2000.0;2545.3;20.32;24659.0;63205.0
Piso;112.0;3;2;4.0;En buen estado;1800.0;1950.7;21.77;17026.0;39991.0
Piso;160.0;4;4;4.0;En buen estado;3900.0;3886.67;27.61;25956.0;60217.0
Piso;122.0;2;2;9.0;En buen estado;1800.0;1916.11;16.14;16890.0;41311.0
Piso;88.0;3;2;2.0;En buen estado;1580.0;3886.67;27.61;25956.0;60217.0
Piso;355.0;5;4;10.0;En buen estado;4200.0;1950.7;21.77;17026.0;39991.0
Piso;84.0;2;2;1.0;En buen estado;1200.0;1366.67;14.13;19482.0;51400.0
Piso;57.0;3;1;2.0;En buen estado;970.0;983.32;16.24;11059.0;30673.0
Piso;48.0;1;1;2.0;En buen estado;990.0;2787.63;26.98;19199.0;38360.0
Piso;95.0;4;1;2.0;En buen estado;1800.0;3441.98;25.93;25275.0;56281.0
Piso;65.0;3;1;2.0;En buen estado;990.0;983.32;16.24;11059.0;30673.0
Piso;65.0;3;1;4.0;En buen estado;890.0;1043.64;13.12;12566.0;34529.0
Piso;84.0;3;2;2.0;En buen estado;2100.0;3396.94;22.37;28233.0;69670.0
Piso;70.0;3;1;5.0;En buen estado;850.0;1175.0;11.13;13809.0;37487.0
Apartamento;48.0;1;1;1.0;A estrenar;1200.0;1950.7;21.77;17026.0;39991.0
Piso;146.0;3;2;2.0;En buen estado;2000.0;3328.25;14.16;21248.0;66390.0
Piso;59.0;2;1;3.0;En buen estado;930.0;1119.5;15.28;13605.0;35278.0
Ático;72.0;2;2;6.0;En buen estado;2400.0;3886.67;27.61;25956.0;60217.0
Casa adosada;380.0;4;4;0.0;En buen estado;5400.0;2890.45;16.94;20500.0;54316.0
Piso;105.0;2;2;2.0;En buen estado;2950.0;2787.63;26.98;19199.0;38360.0
Piso;50.0;2;1;2.0;En buen estado;825.0;1285.7;14.05;13849.0;37141.0
Piso;291.0;4;4;2.0;En buen estado;4200.0;4462.56;19.35;19394.0;57962.0
Piso;70.0;2;2;3.0;En buen estado;1000.0;1285.7;14.05;13849.0;37141.0
Piso;80.0;3;1;3.0;En buen estado;895.0;983.32;16.24;11059.0;30673.0
Piso;143.0;4;2;2.0;Reformado;2800.0;4039.88;19.27;27167.0;86403.0
Piso;48.0;2;1;1.0;En buen estado;900.0;1278.57;16.42;15115.0;39321.0
Piso;80.0;3;1;1.0;En buen estado;1600.0;2787.63;26.98;19199.0;38360.0
Apartamento;50.0;1;1;-0.5;En buen estado;900.0;1731.0;18.55;18512.0;63085.0
Piso;55.0;2;1;1.0;En buen estado;850.0;1278.57;16.42;15115.0;39321.0
Piso;100.0;3;2;2.0;En buen estado;1290.0;1278.57;16.42;15115.0;39321.0
Piso;60.0;2;1;6.0;En buen estado;1190.0;1950.7;21.77;17026.0;39991.0
Piso;128.0;4;2;2.0;En buen estado;1700.0;2506.52;22.52;23925.0;57448.0
Piso;70.0;3;1;3.0;En buen estado;960.0;1043.64;13.12;12566.0;34529.0
Piso;66.0;3;1;1.0;En buen estado;1040.0;1023.96;15.46;12275.0;32050.0
Ático;65.0;2;1;3.0;En buen estado;990.0;1024.26;16.55;10941.0;28681.0
Piso;40.0;1;1;2.0;Reformado;765.0;3328.25;14.16;21248.0;66390.0
Piso;78.0;2;1;2.0;En buen estado;975.0;1262.0;13.84;16184.000000000002;48274.0
Chalet;120.0;3;2;0.0;En buen estado;850.0;850.0;7.08;10744.0;28978.0
Piso;180.0;3;3;2.0;En buen estado;3300.0;3886.67;27.61;25956.0;60217.0
Piso;57.0;1;1;2.0;En buen estado;2200.0;2787.63;26.98;19199.0;38360.0
Piso;61.0;1;1;5.0;En buen estado;1400.0;3886.67;27.61;25956.0;60217.0
Estudio;47.0;1;1;0.0;En buen estado;750.0;2561.81;12.41;21254.0;65428.0
Piso;95.0;2;1;2.0;En buen estado;2250.0;2545.3;20.32;24659.0;63205.0
Piso;105.0;1;2;2.0;En buen estado;4620.0;3886.67;27.61;25956.0;60217.0
Piso;59.0;1;1;6.0;En buen estado;900.0;1278.57;16.42;15115.0;39321.0
Casa pareada;297.0;5;3;0.0;En buen estado;2950.0;1119.5;15.28;13605.0;35278.0
Piso;260.0;5;3;2.0;En buen estado;3850.0;2545.3;20.32;24659.0;63205.0
Piso;79.0;2;1;1.0;En buen estado;940.0;1262.0;13.84;16184.000000000002;48274.0
Piso;46.0;1;1;7.0;En buen estado;1100.0;3441.98;25.93;25275.0;56281.0
Chalet adosado;276.0;4;3;0.0;En buen estado;2800.0;2545.3;20.32;24659.0;63205.0
Piso;110.0;2;2;2.0;Reformado;2300.0;3396.94;22.37;28233.0;69670.0
Piso;90.0;3;2;1.0;En buen estado;1190.0;1916.11;16.14;16890.0;41311.0
Piso;102.0;2;1;3.0;En buen estado;910.0;997.0;11.69;10251.0;30961.0
Piso;50.0;1;1;1.0;En buen estado;995.0;2506.52;22.52;23925.0;57448.0
Piso;50.0;2;1;4.0;En buen estado;850.0;1278.57;16.42;15115.0;39321.0
Piso;68.0;2;1;5.0;En buen estado;890.0;1916.11;16.14;16890.0;41311.0
Piso;80.0;2;2;2.0;En buen estado;1550.0;3886.67;27.61;25956.0;60217.0
Piso;66.0;2;1;1.0;En buen estado;850.0;974.29;14.69;13993.0;36837.0
Piso;100.0;3;2;2.0;En buen estado;1380.0;1173.33;13.43;15667.0;38421.0
Piso;70.0;2;2;2.0;En buen estado;1250.0;1278.57;16.42;15115.0;39321.0
Piso;80.0;2;2;3.0;En buen estado;1100.0;966.56;13.31;12745.0;36317.0
Piso;100.0;2;2;2.0;En buen estado;2800.0;3886.67;27.61;25956.0;60217.0
Piso;98.0;3;1;2.0;En buen estado;1700.0;2506.52;22.52;23925.0;57448.0
Piso;65.0;3;1;2.0;En buen estado;900.0;1043.64;13.12;12566.0;34529.0
Piso;116.0;3;2;2.0;En buen estado;1250.0;1125.0;11.35;13080.0;36502.0
Piso;133.0;3;2;10.0;En buen estado;1750.0;3396.94;22.37;28233.0;69670.0
Piso;49.0;2;1;1.0;En buen estado;890.0;1119.5;15.28;13605.0;35278.0
Piso;65.0;1;1;2.0;En buen estado;1550.0;1950.7;21.77;17026.0;39991.0
Piso;50.0;1;1;2.0;A estrenar;1305.0;4039.88;19.27;27167.0;86403.0
Piso;80.0;2;2;2.0;En buen estado;2100.0;2545.3;20.32;24659.0;63205.0
Piso;145.0;4;2;2.0;En buen estado;1850.0;2535.85;14.31;20671.0;55125.0
Piso;75.0;3;1;4.0;En buen estado;1400.0;1156.2;17.03;13719.0;33790.0
Piso;60.0;2;1;1.0;En buen estado;850.0;950.0;11.18;13600.0;37800.0
Piso;57.0;2;1;0.0;En buen estado;950.0;983.32;16.24;11059.0;30673.0
Ático;60.0;1;1;3.0;En buen estado;580.0;580.0;9.67;13040.0;35488.0
Piso;117.0;4;3;8.0;En buen estado;1650.0;1916.11;16.14;16890.0;41311.0
Piso;41.0;1;1;2.0;A estrenar;1355.0;4039.88;19.27;27167.0;86403.0
Ático;60.0;2;1;5.0;En buen estado;1495.0;2890.45;16.94;20500.0;54316.0
Piso;328.0;5;4;7.0;En buen estado;3900.0;3396.94;22.37;28233.0;69670.0
Piso;165.0;3;3;2.0;En buen estado;4150.0;4462.56;19.35;19394.0;57962.0
Piso;100.0;3;2;1.0;En buen estado;1060.0;1275.83;10.49;15757.0;46101.0
Piso;313.0;6;4;2.0;En buen estado;3300.0;2216.67;9.1;15892.0;47630.0
Piso;75.0;3;2;3.0;En buen estado;950.0;3490.0;11.43;16370.999999999998;45647.0
Piso;80.0;3;2;1.0;En buen estado;1600.0;3396.94;22.37;28233.0;69670.0
Piso;120.0;4;2;8.0;En buen estado;1450.0;2890.45;16.94;20500.0;54316.0
Piso;46.0;1;1;2.0;A estrenar;1305.0;4039.88;19.27;27167.0;86403.0
Piso;95.0;3;2;5.0;En buen estado;1500.0;3441.98;25.93;25275.0;56281.0
Chalet;226.0;5;3;0.0;En buen estado;1250.0;967.5;9.03;16160.0;47715.0
Piso;65.0;2;1;3.0;En buen estado;850.0;850.0;13.4;13234.0;36256.0
Piso;45.0;1;1;2.0;En buen estado;1380.0;3396.94;22.37;28233.0;69670.0
Piso;43.0;1;1;2.0;Reformado;1355.0;4039.88;19.27;27167.0;86403.0
Piso;222.0;4;4;2.0;En buen estado;4780.0;3886.67;27.61;25956.0;60217.0
Piso;60.0;1;1;2.0;En buen estado;1375.0;2535.85;14.31;20671.0;55125.0
Piso;90.0;3;1;5.0;En buen estado;1490.0;3886.67;27.61;25956.0;60217.0
Piso;44.0;1;1;2.0;A estrenar;1305.0;4039.88;19.27;27167.0;86403.0
Piso;80.0;2;2;2.0;A estrenar;1575.0;1677.38;22.02;20103.0;46699.0
Chalet;220.0;6;3;0.0;En buen estado;1500.0;1500.0;6.82;13523.0;39156.0
Piso;85.0;1;2;3.0;En buen estado;2100.0;4039.88;19.27;27167.0;86403.0
Piso;82.0;4;1;2.0;En buen estado;2400.0;3441.98;25.93;25275.0;56281.0
Piso;67.0;2;1;2.0;En buen estado;1350.0;1950.7;21.77;17026.0;39991.0
Piso;40.0;1;1;2.0;En buen estado;1250.0;1677.38;22.02;20103.0;46699.0
Piso;90.0;2;2;2.0;En buen estado;1350.0;2535.85;14.31;20671.0;55125.0
Piso;80.0;3;2;2.0;En buen estado;890.0;1996.67;7.03;14981.0;39478.0
Piso;53.0;1;1;2.0;Reformado;1200.0;2787.63;26.98;19199.0;38360.0
Piso;80.0;2;1;3.0;En buen estado;795.0;708.75;8.34;12779.0;35897.0
Apartamento;112.0;3;2;2.0;En buen estado;2000.0;2535.85;14.31;20671.0;55125.0
Piso;50.0;1;1;1.0;En buen estado;850.0;1003.85;15.73;14205.0;36962.0
Piso;120.0;3;2;6.0;En buen estado;1320.0;1278.57;16.42;15115.0;39321.0
Piso;154.0;3;2;2.0;En buen estado;1400.0;3328.25;14.16;21248.0;66390.0
Piso;128.0;3;2;3.0;En buen estado;1050.0;950.0;11.18;13600.0;37800.0
Piso;48.0;1;1;2.0;En buen estado;750.0;1003.85;15.73;14205.0;36962.0
Chalet;130.0;4;2;0.0;En buen estado;1360.0;1362.06;13.71;14996.0;43503.0
Piso;115.0;4;2;7.0;En buen estado;1350.0;2535.85;14.31;20671.0;55125.0
Piso;120.0;3;2;2.0;Reformado;2500.0;3886.67;27.61;25956.0;60217.0
Piso;250.0;4;3;2.0;En buen estado;3500.0;3396.94;22.37;28233.0;69670.0
Piso;75.0;2;2;3.0;En buen estado;1400.0;2506.52;22.52;23925.0;57448.0
Piso;60.0;1;1;2.0;En buen estado;1450.0;2787.63;26.98;19199.0;38360.0
Piso;140.0;3;2;2.0;En buen estado;1700.0;2561.81;12.41;21254.0;65428.0
Piso;60.0;2;1;2.0;En buen estado;1800.0;2787.63;26.98;19199.0;38360.0
Piso;80.0;3;1;8.0;En buen estado;1290.0;2535.85;14.31;20671.0;55125.0
Piso;110.0;3;3;4.0;En buen estado;1800.0;1950.7;21.77;17026.0;39991.0
Piso;118.0;2;2;4.0;En buen estado;2980.0;3886.67;27.61;25956.0;60217.0
Piso;100.0;3;1;2.0;En buen estado;2190.0;3441.98;25.93;25275.0;56281.0
Piso;51.0;2;1;2.0;A reformar;1400.0;1677.38;22.02;20103.0;46699.0
Piso;102.0;2;2;2.0;En buen estado;1300.0;3490.0;11.43;16370.999999999998;45647.0
Piso;90.0;3;1;3.0;En buen estado;1100.0;2528.57;16.28;19394.0;57962.0
Chalet;75.0;2;2;0.0;En buen estado;800.0;1026.88;11.43;13327.0;39791.0
Piso;227.0;5;3;2.0;En buen estado;3500.0;1950.7;21.77;17026.0;39991.0
Ático;45.0;1;1;5.0;En buen estado;1350.0;2787.63;26.98;19199.0;38360.0
Piso;180.0;3;3;2.0;En buen estado;2800.0;2890.45;16.94;20500.0;54316.0
Piso;100.0;4;2;1.0;En buen estado;1500.0;1950.7;21.77;17026.0;39991.0
Piso;70.0;2;1;1.0;En buen estado;795.0;901.88;9.53;13665.0;38031.0
Piso;86.0;4;1;3.0;En buen estado;1040.0;983.32;16.24;11059.0;30673.0
Piso;81.0;3;2;2.0;A estrenar;1450.0;1362.06;13.71;14996.0;43503.0
Piso;152.0;4;2;2.0;A estrenar;3500.0;3396.94;22.37;28233.0;69670.0
Piso;60.0;1;1;4.0;En buen estado;1250.0;2890.45;16.94;20500.0;54316.0
Piso;204.0;3;3;2.0;En buen estado;2600.0;3441.98;25.93;25275.0;56281.0
Piso;90.0;3;2;2.0;A estrenar;1500.0;1362.06;13.71;14996.0;43503.0
Piso;45.0;1;1;2.0;En buen estado;1250.0;2787.63;26.98;19199.0;38360.0
Piso;152.0;4;2;2.0;En buen estado;1700.0;1731.0;18.55;18512.0;63085.0
Chalet;210.0;4;3;0.0;En buen estado;1500.0;1175.0;8.29;13809.0;37487.0
Piso;120.0;4;3;2.0;A estrenar;2100.0;2545.3;20.32;24659.0;63205.0
Piso;90.0;2;2;2.0;En buen estado;850.0;1280.0;11.26;15320.0;40283.0
Piso;66.0;1;1;2.0;En buen estado;1250.0;2787.63;26.98;19199.0;38360.0
Piso;150.0;3;3;2.0;A estrenar;2700.0;2528.57;16.28;19394.0;57962.0
Chalet;210.0;4;2;0.0;En buen estado;1500.0;2249.5;11.07;14224.0;43589.0
Chalet;300.0;6;2;0.0;En buen estado;1800.0;2650.0;8.84;15433.0;42527.0
Piso;45.0;1;1;3.0;En buen estado;785.0;1262.0;13.84;16184.000000000002;48274.0
Dúplex;240.0;4;4;2.0;En buen estado;2300.0;2561.81;12.41;21254.0;65428.0
Piso;143.0;3;2;2.0;En buen estado;2600.0;2528.57;16.28;19394.0;57962.0
Piso;91.0;2;2;2.0;En buen estado;1300.0;3328.25;14.16;21248.0;66390.0
Loft;62.0;2;1;0.0;Reformado;650.0;650.0;10.48;13284.0;35814.0
Piso;95.0;3;2;2.0;En buen estado;1175.0;3490.0;11.43;16370.999999999998;45647.0
Piso;70.0;2;1;0.5;En buen estado;1150.0;2787.63;26.98;19199.0;38360.0
Ático;94.0;1;1;2.0;En buen estado;895.0;1023.96;15.46;12275.0;32050.0
Casa pareada;325.0;4;3;0.0;En buen estado;1600.0;1075.0;8.5;13416.0;38662.0
Piso;65.0;1;1;2.0;En buen estado;760.0;1119.5;15.28;13605.0;35278.0
Piso;161.0;3;2;2.0;En buen estado;1500.0;2075.0;8.84;16172.0;52958.0
Piso;80.0;2;2;6.0;En buen estado;1455.0;1262.0;13.84;16184.000000000002;48274.0
Casa adosada;200.0;4;3;0.0;En buen estado;1600.0;2216.67;9.1;15892.0;47630.0
Piso;140.0;3;2;1.0;Reformado;1200.0;3490.0;11.43;16370.999999999998;45647.0
Piso;75.0;2;2;2.0;En buen estado;1085.0;1262.0;13.84;16184.000000000002;48274.0
Dúplex;259.0;4;3;2.0;En buen estado;2300.0;2075.0;8.84;16172.0;52958.0
Piso;50.0;2;1;1.0;Reformado;1100.0;3441.98;25.93;25275.0;56281.0
Piso;75.0;2;2;5.0;En buen estado;1075.0;1262.0;13.84;16184.000000000002;48274.0
Piso;155.0;4;3;3.0;En buen estado;2200.0;4039.88;19.27;27167.0;86403.0
Piso;75.0;2;2;5.0;En buen estado;1080.0;1262.0;13.84;16184.000000000002;48274.0
Piso;130.0;2;2;0.0;En buen estado;3190.0;4462.56;19.35;19394.0;57962.0
Piso;55.0;2;1;0.0;En buen estado;860.0;1916.11;16.14;16890.0;41311.0
Casa adosada;158.0;4;3;0.0;En buen estado;4100.0;4462.56;19.35;19394.0;57962.0
Piso;40.0;1;1;1.0;En buen estado;800.0;1023.96;15.46;12275.0;32050.0
Piso;123.0;4;2;8.0;En buen estado;2000.0;2787.63;26.98;19199.0;38360.0
Piso;50.0;1;1;2.0;En buen estado;725.0;914.06;11.78;11788.0;34016.0
Piso;148.0;4;3;2.0;En buen estado;2480.0;3441.98;25.93;25275.0;56281.0
Piso;112.0;3;2;3.0;A estrenar;1300.0;1262.0;13.84;16184.000000000002;48274.0
Piso;70.0;1;1;2.0;En buen estado;800.0;2787.63;26.98;19199.0;38360.0
Piso;72.0;2;2;7.0;En buen estado;2200.0;1950.7;21.77;17026.0;39991.0
Ático;280.0;5;5;2.0;En buen estado;2750.0;2561.81;12.41;21254.0;65428.0
Piso;116.0;2;2;2.0;En buen estado;1700.0;2561.81;12.41;21254.0;65428.0
Casa;388.0;4;4;0.0;En buen estado;4500.0;4500.0;11.6;17250.0;54057.0
Piso;190.0;4;3;4.0;Reformado;2500.0;3396.94;22.37;28233.0;69670.0
Piso;70.0;3;1;4.0;En buen estado;2000.0;2787.63;26.98;19199.0;38360.0
Chalet adosado;265.0;5;3;0.0;En buen estado;1850.0;2561.81;12.41;21254.0;65428.0
Piso;48.0;1;1;2.0;En buen estado;950.0;1156.2;17.03;13719.0;33790.0
Loft;140.0;2;2;3.0;En buen estado;1500.0;1278.57;16.42;15115.0;39321.0
Piso;55.0;2;1;3.0;En buen estado;1150.0;3886.67;27.61;25956.0;60217.0
Dúplex;75.0;2;1;0.5;En buen estado;1160.0;2787.63;26.98;19199.0;38360.0
Chalet adosado;160.0;4;3;0.0;En buen estado;1425.0;1141.67;9.46;16802.0;42412.0
Piso;82.0;3;1;2.0;En buen estado;1010.0;2535.85;14.31;20671.0;55125.0
Piso;160.0;3;2;4.0;En buen estado;2500.0;2535.85;14.31;20671.0;55125.0
Piso;67.0;1;1;3.0;Reformado;1550.0;3886.67;27.61;25956.0;60217.0
Ático;208.0;4;3;4.0;En buen estado;2950.0;1262.0;13.84;16184.000000000002;48274.0
Piso;120.0;3;2;2.0;En buen estado;2000.0;2506.52;22.52;23925.0;57448.0
Piso;90.0;3;2;1.0;Reformado;1500.0;1278.57;16.42;15115.0;39321.0
Piso;145.0;4;2;3.0;En buen estado;1900.0;2506.52;22.52;23925.0;57448.0
Apartamento;55.0;1;1;0.0;En buen estado;800.0;800.0;14.55;14005.0;42553.0
Piso;235.0;4;4;6.0;En buen estado;3200.0;2535.85;14.31;20671.0;55125.0
Piso;70.0;1;1;1.0;En buen estado;1000.0;1285.7;14.05;13849.0;37141.0
Piso;81.0;2;2;3.0;En buen estado;1550.0;1677.38;22.02;20103.0;46699.0
Piso;40.0;1;1;4.0;En buen estado;1050.0;2506.52;22.52;23925.0;57448.0
Piso;67.0;2;1;4.0;Reformado;1400.0;2545.3;20.32;24659.0;63205.0
Piso;100.0;2;2;0.0;Reformado;1450.0;3886.67;27.61;25956.0;60217.0
Ático;60.0;1;1;6.0;Reformado;1500.0;2787.63;26.98;19199.0;38360.0
Piso;62.0;1;1;2.0;Reformado;1690.0;2545.3;20.32;24659.0;63205.0
Apartamento;56.0;2;1;5.0;Reformado;1400.0;2787.63;26.98;19199.0;38360.0
Ático;135.0;2;1;8.0;Reformado;2100.0;3886.67;27.61;25956.0;60217.0
Piso;75.0;2;1;1.0;Reformado;1600.0;1131.43;18.35;10797.0;30023.0
Estudio;40.0;1;1;2.0;Reformado;1400.0;2787.63;26.98;19199.0;38360.0
Piso;50.0;2;2;1.0;En buen estado;790.0;980.0;10.99;11588.0;32406.0
Piso;130.0;3;2;6.0;En buen estado;1450.0;1262.0;13.84;16184.000000000002;48274.0
Piso;70.0;3;1;2.0;En buen estado;900.0;1173.33;13.43;15667.0;38421.0
Piso;50.0;1;1;2.0;En buen estado;1100.0;3396.94;22.37;28233.0;69670.0
Piso;60.0;2;1;2.0;En buen estado;950.0;2535.85;14.31;20671.0;55125.0
Piso;70.0;2;2;3.0;En buen estado;850.0;1026.88;11.43;13327.0;39791.0
Piso;80.0;3;2;2.0;En buen estado;875.0;1023.96;15.46;12275.0;32050.0
Piso;60.0;2;1;6.0;En buen estado;950.0;1156.2;17.03;13719.0;33790.0
Piso;104.0;2;2;3.0;En buen estado;1300.0;2890.45;16.94;20500.0;54316.0
Piso;60.0;3;1;2.0;En buen estado;900.0;1156.2;17.03;13719.0;33790.0
Piso;95.0;3;2;1.0;En buen estado;1000.0;1141.67;9.46;16802.0;42412.0
